Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,Broadband,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate
S01011491,Forgewood,North Lanarkshire,473,305,31%,145,22%,68,205,188,123,118,0.22,0.11,126,65%,4.67,180,6%,3%,4.396585603,4.030189689,1.443730545,3.550916667,6.072067121,1.930912409,9.784494163,4.329892996,13.10142023,0%,15,319,105,5,20%,1%
S01011492,Forgewood,North Lanarkshire,679,476,33%,227,24%,115,200,535,770,163,0.19,0.05,218,47%,4.40,167,17%,1%,4.488986842,4.182878289,1.073286184,3.46544843,6.112513158,1.063571429,12.99644079,3.837171053,16.41825329,0%,84,1244,146,1,19%,0%
S01011493,Forgewood,North Lanarkshire,509,371,1%,6,2%,7,60,44,27,59,0.11,0.00,133,89%,5.83,59,1%,14%,3.33303211,4.036316514,2.39133945,1.40317757,4.884233945,3.057371795,10.61957798,7.980238532,14.96391743,0%,6,119,34,0,6%,0%
S01011494,Forgewood,North Lanarkshire,714,456,16%,111,10%,45,155,423,116,132,0.23,0.05,177,81%,5.15,166,1%,8%,2.810562414,3.814393004,2.170205761,1.742534247,4.663100137,3.165115385,7.796447188,5.164314129,12.08187243,0%,13,183,91,0,12%,0%
S01011495,Forgewood,North Lanarkshire,811,506,25%,203,19%,94,185,163,132,128,0.25,0.03,164,67%,4.73,177,11%,6%,2.294181034,4.147259852,3.698688424,3.837767857,4.976065271,5.156839378,10.91929187,8.099125616,15.43561576,0%,18,223,139,1,17%,0%
S01011496,Forgewood,North Lanarkshire,684,438,26%,179,23%,100,200,244,246,90,0.24,0.14,163,65%,4.52,236,11%,3%,4.201883667,3.831267334,1.142858243,3.714380165,5.8828698,2.047661871,14.22627889,3.989229584,16.98368259,0%,32,471,120,1,18%,0%
S01011497,Holytown,North Lanarkshire,580,429,9%,50,6%,27,75,107,20,86,0.16,0.03,109,77%,5.63,87,1%,10%,3.910194489,1.873132091,2.490328201,2.19875,4.498731767,3.751346154,5.132009724,9.859777147,12.65670178,1%,20,347,48,3,8%,0%
S01011498,Holytown,North Lanarkshire,680,506,5%,37,5%,26,70,21,0,25,0.11,0.06,90,87%,5.86,85,4%,5%,4.74859375,1.807020089,1.982689732,2.896309524,5.579326637,4.372804054,6.56811756,8.730926339,16.98299851,0%,6,89,50,0,7%,0%
S01011499,Holytown,North Lanarkshire,792,557,13%,104,9%,49,125,117,89,121,0.22,0.00,125,81%,4.79,110,8%,3%,5.047667494,1.462738834,1.888805831,2.901062992,5.986101117,4.6251,4.635043424,7.128120347,16.10685484,1%,10,127,100,10,12%,1%
S01011500,Holytown,North Lanarkshire,470,312,14%,68,12%,37,130,97,97,128,0.24,0.10,144,82%,5.93,123,5%,5%,5.008964844,1.307080078,1.236660156,2.624504505,6.254208984,4.092232143,3.852988281,5.604941406,18.25800781,0%,7,150,68,8,13%,2%
S01011501,Holytown,North Lanarkshire,571,366,36%,206,25%,93,225,256,192,168,0.30,0.05,158,71%,4.92,208,8%,2%,5.033558692,1.701660475,1.838514116,1.678057325,6.990286033,4.111793478,4.572622585,6.217919762,19.85814264,0%,36,634,146,6,22%,1%
S01011502,Holytown,North Lanarkshire,737,421,15%,107,9%,36,130,86,21,62,0.23,0.10,105,79%,5.72,190,8%,6%,5.067516556,1.958801325,1.841188742,1.737690476,7.26984106,4.418869863,4.779235099,6.112043046,21.80592053,0%,13,177,101,5,13%,1%
S01011503,Holytown,North Lanarkshire,613,396,18%,112,13%,51,140,90,93,147,0.21,0.08,123,73%,4.75,149,7%,2%,5.231914977,2.072460998,2.3325039,1.735891892,7.33650156,4.83800885,4.984578783,6.707800312,21.02183307,0%,19,312,125,7,20%,1%
S01011504,Holytown,North Lanarkshire,873,580,12%,103,7%,40,90,60,72,110,0.17,0.07,116,70%,5.30,144,0%,6%,4.716012111,2.180614187,3.062638408,1.847956522,7.357443772,4.169272152,3.965787197,6.622032872,16.93792388,2%,41,472,99,13,17%,2%
S01011505,Milnwood,North Lanarkshire,748,534,20%,149,16%,85,140,89,242,109,0.21,0.07,128,75%,5.00,162,4%,7%,3.159523639,1.363202006,2.294151146,1.3156,3.748037249,2.990532787,5.563209169,9.508065903,12.42709169,0%,30,403,113,8,16%,1%
S01011506,Milnwood,North Lanarkshire,540,331,11%,62,7%,23,130,21,31,81,0.20,0.00,106,77%,5.78,131,2%,3%,3.354895626,2.137281312,2.090730616,2.095512821,4.322152087,3.711842105,6.841312127,8.125069583,13.26949304,0%,9,168,60,0,12%,0%
S01011507,Milnwood,North Lanarkshire,627,404,15%,94,14%,57,150,75,48,119,0.25,0.05,111,84%,5.56,170,1%,6%,3.686719771,1.948316993,1.236535948,1.484970414,4.332630719,3.381285714,5.643267974,4.520400327,12.56121732,0%,12,192,99,2,16%,0%
S01011508,Milnwood,North Lanarkshire,935,658,13%,118,14%,94,120,65,89,126,0.19,0.08,106,81%,5.87,134,4%,13%,4.028425156,2.239116424,1.035582121,1.799919786,4.624077443,4.191950355,6.93777027,3.271585239,13.85288981,0%,22,237,117,3,12%,0%
S01011509,Milnwood,North Lanarkshire,563,395,11%,64,11%,41,120,135,0,97,0.22,0.11,83,74%,5.63,123,7%,5%,3.828967213,2.519004098,2.328713115,2.116770833,4.900868852,3.474615385,8.292803279,8.879901639,15.20741803,0%,5,89,98,1,16%,0%
S01011510,Milnwood,North Lanarkshire,1083,701,21%,231,13%,92,150,88,136,115,0.22,0.08,123,70%,5.44,176,5%,5%,2.856078431,2.512689394,2.239106506,2.269146758,4.354139929,3.530246479,8.786628788,8.662205882,13.34481283,0%,67,622,215,0,19%,0%
S01011511,Milnwood,North Lanarkshire,507,337,25%,128,19%,64,155,155,84,92,0.20,0.00,125,69%,5.73,193,5%,6%,3.089355916,2.819747137,2.628430344,2.506428571,4.762552481,3.344096386,10.65474237,10.4603626,14.02096374,0%,22,436,85,5,16%,1%
S01011512,Orbiston,North Lanarkshire,859,530,35%,304,29%,151,230,296,294,192,0.27,0.08,169,69%,5.28,195,2%,3%,4.478372766,5.505189274,2.367358044,1.983977273,5.717423764,5.362659574,18.69273659,12.66931651,16.96190589,0%,60,702,195,5,21%,1%
S01011513,Orbiston,North Lanarkshire,746,480,31%,230,22%,106,205,261,398,128,0.27,0.08,170,66%,5.12,207,5%,1%,2.936321059,3.561996124,2.638294574,2.789617486,4.659693152,3.221258503,14.67685078,8.786673127,12.41224806,0%,39,526,142,1,18%,0%
S01011514,Orbiston,North Lanarkshire,945,577,20%,189,14%,83,195,97,80,123,0.24,0.03,153,68%,4.88,223,5%,7%,4.485332809,4.959688155,2.812408281,2.417333333,6.10019392,4.469696356,18.13290356,10.30324161,13.23934486,0%,21,223,241,6,25%,1%
S01011515,Orbiston,North Lanarkshire,485,367,10%,50,11%,39,125,20,149,74,0.20,0.00,93,77%,5.50,120,2%,4%,4.718237548,6.192974138,2.73408046,2.374666667,6.22230364,5.268846154,20.65994253,11.77631705,14.7695977,0%,4,83,87,36,17%,7%
S01011516,Orbiston,North Lanarkshire,838,597,3%,26,4%,23,60,57,16,40,0.14,0.07,96,90%,6.15,80,0%,10%,3.332525366,5.412514092,2.410394589,3.214294872,5.342418264,5.118881119,22.90133596,13.90397689,17.58289741,0%,5,60,59,6,7%,1%
S01011517,Orbiston,North Lanarkshire,519,329,10%,52,8%,28,130,42,64,84,0.18,0.00,134,85%,4.96,166,3%,10%,3.839389381,5.87290708,1.942247788,2.23540404,5.534792035,5.482761905,16.72746018,7.800902655,10.94821239,0%,9,174,120,6,21%,1%
S01011518,Orbiston,North Lanarkshire,662,405,21%,142,12%,49,175,97,96,171,0.24,0.10,149,69%,5.04,205,4%,4%,3.692091528,5.426599849,1.666618759,2.169758621,5.254890318,5.068232759,15.17488275,6.598808623,10.28832451,0%,11,167,111,4,17%,1%
S01011519,Bellshill South,North Lanarkshire,719,461,15%,108,12%,54,150,79,41,171,0.19,0.12,148,70%,5.59,191,4%,7%,3.494439821,5.572522407,1.504974392,3.248546099,5.27578105,5.308,16.16128681,5.423098592,14.55202625,0%,22,308,214,11,27%,1%
S01011520,Bellshill South,North Lanarkshire,608,392,26%,161,16%,62,175,140,25,176,0.24,0.14,165,63%,4.61,234,6%,1%,3.279211409,5.052361577,1.370817953,3.052872928,4.41323406,5.087567568,11.03049497,4.462231544,9.977902685,0%,17,281,115,3,19%,1%
S01011521,Bellshill South,North Lanarkshire,948,626,27%,257,18%,113,175,132,104,128,0.23,0.11,144,69%,5.20,171,6%,5%,2.459948294,3.787587901,2.876615822,3.398248175,4.234813857,4.186164773,9.244793175,7.345351603,10.35832989,0%,60,637,236,12,24%,1%
S01011522,Bellshill South,North Lanarkshire,861,592,24%,209,17%,102,185,204,168,143,0.29,0.00,162,82%,5.12,152,6%,1%,1.94599046,1.299497755,2.368249158,1.949483395,2.964567901,2.366210938,4.09315376,7.163271605,10.4074523,0%,32,374,131,1,15%,0%
S01011523,Bellshill South,North Lanarkshire,767,539,18%,137,13%,69,145,153,35,125,0.24,0.06,115,70%,5.44,208,0%,5%,3.347493252,5.197860999,1.860178812,3.95010929,4.851491228,5.574093023,12.84007422,6.341740891,12.61596154,0%,90,1167,187,21,25%,3%
S01011524,Bellshill South,North Lanarkshire,824,571,6%,51,6%,34,90,121,68,118,0.19,0.06,104,87%,5.81,112,3%,8%,2.978412921,4.651564607,3.270626404,4.704349593,4.002210674,3.142172131,10.74055056,9.301758427,11.2580927,0%,24,293,54,1,6%,0%
S01011525,Hattonrigg,North Lanarkshire,857,516,9%,78,5%,28,130,22,55,330,0.25,0.05,145,87%,5.88,132,1%,7%,3.253961538,3.77424359,2.725561538,2.466914894,3.8953,4.20972067,13.72872308,9.751230769,14.34470769,0%,15,176,91,6,10%,1%
S01011526,Hattonrigg,North Lanarkshire,971,624,11%,111,10%,59,135,179,47,128,0.20,0.04,124,75%,5.69,123,3%,8%,3.036402259,3.846996562,2.230287328,2.358027523,3.680886542,4.280817757,12.55366896,8.538118861,13.38291749,0%,26,269,137,11,13%,1%
S01011527,Hattonrigg,North Lanarkshire,646,378,7%,43,7%,28,95,47,0,85,0.18,0.00,106,85%,5.67,116,0%,11%,2.812329545,4.044644886,1.961683239,2.528119658,3.452457386,3.927732558,12.93541548,8.28306108,13.34554688,0%,*,*,56,2,8%,0%
S01011528,Bellshill Central,North Lanarkshire,942,565,21%,198,21%,116,165,275,83,102,0.23,0.07,129,72%,4.71,161,8%,3%,2.181293634,3.375148871,1.377797741,2.411421569,2.822268994,3.432774194,8.674348049,4.438421458,9.50375,0%,44,470,150,2,15%,0%
S01011529,Bellshill Central,North Lanarkshire,509,325,32%,161,27%,86,200,334,88,131,0.24,0.03,164,67%,5.00,182,2%,5%,2.128492439,2.989045369,1.405675803,1.873677686,2.771356333,3.326685393,9.133175803,4.838941399,9.924626654,0%,35,692,102,3,19%,1%
S01011530,Bellshill Central,North Lanarkshire,903,592,21%,194,17%,98,170,164,48,141,0.25,0.07,128,69%,5.53,172,8%,3%,1.927782471,2.63187434,1.466116684,2.265024631,2.600852693,2.911083916,9.708020063,6.27155755,10.57232841,5%,49,546,182,7,19%,1%
S01011531,Bellshill Central,North Lanarkshire,1085,712,9%,100,6%,42,105,93,0,92,0.17,0.00,114,86%,5.75,100,3%,13%,2.035870455,3.288109091,1.598290909,2.545625,2.677943182,3.320530726,9.685143182,6.079268182,9.683645455,0%,16,148,72,6,7%,1%
S01011532,Fallside,North Lanarkshire,687,479,2%,12,3%,15,60,29,38,86,0.13,0.05,99,93%,6.22,85,0%,15%,0.985678681,3.27327454,1.66193635,2.8655,4.633343558,4.394702381,10.5720092,7.239171779,12.99504601,22%,41,600,36,1,6%,0%
S01011533,Fallside,North Lanarkshire,680,386,32%,219,26%,100,195,315,94,198,0.31,0.08,149,66%,5.50,199,10%,3%,1.085329429,2.773081991,1.265801611,2.322111111,4.337884334,4.780045045,8.85385798,4.254158126,12.59119327,0%,28,414,109,11,17%,2%
S01011534,Fallside,North Lanarkshire,746,513,15%,114,14%,72,160,110,118,133,0.24,0.15,153,74%,5.61,136,1%,9%,1.807369452,2.249275457,1.837911227,2.605862069,5.03647846,5.479255952,8.551843995,6.41116188,14.06644256,0%,19,256,84,3,11%,0%
S01011535,Fallside,North Lanarkshire,965,549,31%,300,24%,133,185,325,207,228,0.36,0.04,143,62%,5.00,219,14%,2%,2.00668617,2.010946809,1.887140957,2.16376652,4.519922872,5.824246988,6.288236702,5.566611702,11.71573936,0%,75,782,95,0,11%,0%
S01011536,Fallside,North Lanarkshire,626,433,4%,28,3%,13,60,10,0,52,0.17,0.00,84,*,6.14,72,0%,11%,2.69985905,3.298835312,3.129391691,3.205327869,4.90324184,5.853229167,13.22958457,10.71869436,14.91060831,0%,4,64,60,7,9%,1%
S01011537,Fallside,North Lanarkshire,516,405,5%,24,4%,17,80,13,0,52,0.17,0.04,80,*,5.82,64,3%,14%,2.799259434,2.783773585,2.408891509,2.770449438,4.102523585,5.897045455,10.41390566,7.347396226,11.54080189,0%,8,156,38,10,7%,2%
S01011538,Fallside,North Lanarkshire,636,390,4%,28,4%,15,60,66,0,41,0.14,0.05,71,86%,6.20,63,2%,11%,1.711370229,3.851458015,2.197709924,3.041711409,3.627583969,4.745505618,13.73210305,7.903038168,12.32789313,3%,6,95,31,7,5%,1%
S01011539,Viewpark,North Lanarkshire,717,467,23%,165,18%,82,205,164,226,108,0.28,0.03,181,60%,4.88,206,3%,1%,1.997249322,1.139427507,1.883407859,2.00202454,4.658258808,5.914082278,3.999241192,5.605487805,11.75874661,0%,18,252,152,7,21%,1%
S01011540,Viewpark,North Lanarkshire,1079,711,12%,133,10%,69,145,94,56,99,0.24,0.00,153,81%,5.39,165,3%,4%,1.865294677,1.626993821,1.750556084,2.261183746,5.846366445,5.6579,5.077243346,6.864401141,14.40857414,0%,12,112,217,5,21%,0%
S01011541,Viewpark,North Lanarkshire,979,643,24%,231,16%,104,180,150,59,121,0.24,0.13,165,60%,5.36,209,6%,2%,3.374674493,1.839066169,3.262459979,3.094008746,6.591792956,7.41795082,5.865101387,10.03509072,14.81603522,0%,30,308,233,7,25%,1%
S01011542,Viewpark,North Lanarkshire,888,584,20%,174,14%,81,165,111,99,142,0.25,0.12,159,70%,4.95,209,3%,2%,3.844903122,2.825425188,3.731221744,3.606691176,7.442136706,7.865,6.318595264,10.1202099,15.15130786,0%,16,181,203,1,22%,0%
S01011543,Viewpark,North Lanarkshire,777,511,25%,198,17%,88,165,198,129,168,0.25,0.11,155,59%,4.35,225,11%,2%,3.812191358,2.094287037,3.699296296,2.654741379,6.522907407,7.783924731,6.632154321,9.374648148,13.6222716,0%,36,466,255,8,31%,1%
S01011544,Viewpark,North Lanarkshire,659,417,23%,151,16%,64,190,195,69,184,0.28,0.16,190,75%,5.79,222,11%,5%,3.270416048,1.50686107,3.159249629,1.891467066,5.795497771,7.068603604,5.696946508,9.232451709,13.88335067,0%,4,61,170,5,25%,1%
S01011545,Viewpark,North Lanarkshire,602,373,14%,85,10%,36,145,63,26,104,0.26,0.00,130,72%,5.14,190,3%,3%,2.683806818,1.514414336,2.570476399,1.490504202,4.806302448,6.638388889,5.318793706,5.850480769,10.57178322,0%,10,167,92,2,16%,0%
S01011546,Birkenshaw,North Lanarkshire,681,533,3%,19,4%,23,75,21,0,28,0.15,0.04,96,86%,5.98,70,1%,10%,3.098597724,3.304926372,2.357342704,2.902070313,3.74460174,6.200087719,12.81325301,8.335046854,12.99800535,0%,3,44,21,0,3%,0%
S01011547,Birkenshaw,North Lanarkshire,609,450,1%,8,3%,13,50,41,42,64,0.15,0.00,87,90%,5.79,69,0%,13%,3.203624795,3.821908867,2.444712644,2.836296296,3.428489327,6.370183824,15.65403941,9.873957307,15.383633,0%,15,248,21,5,3%,1%
S01011548,Birkenshaw,North Lanarkshire,763,477,16%,119,10%,47,155,101,61,122,0.22,0.00,144,78%,5.76,139,1%,7%,2.635308311,4.149644772,1.993441689,3.049257426,2.654182306,5.172518248,11.35168901,5.654892761,9.11266756,0%,4,53,98,6,13%,1%
S01011549,Birkenshaw,North Lanarkshire,771,473,6%,45,6%,26,90,45,22,83,0.18,0.05,95,89%,5.82,104,2%,7%,2.162578027,4.426270287,2.391569913,3.566490683,2.781367041,4.810775862,13.16166042,8.07198814,10.65899501,0%,9,117,72,0,9%,0%
S01011550,Birkenshaw,North Lanarkshire,704,442,1%,7,4%,16,50,28,24,86,0.15,0.00,73,*,5.95,63,0%,13%,1.276113445,4.701887255,2.839439776,3.988495146,3.051852241,4.081197917,15.74798319,11.17179972,11.97138655,1%,3,43,24,2,3%,0%
S01011551,Birkenshaw,North Lanarkshire,536,326,10%,51,7%,23,110,165,0,114,0.16,0.05,164,83%,5.07,125,1%,6%,2.814534672,4.636733577,2.511902372,3.602178571,2.138207117,4.634264706,11.81577099,7.441468978,8.392390511,4%,4,75,46,5,8%,1%
S01011552,Birkenshaw,North Lanarkshire,662,450,6%,38,6%,27,95,41,0,116,0.16,0.00,111,87%,5.96,89,2%,8%,2.881180654,3.985252489,2.106959459,1.75462766,2.731916785,5.992793103,15.23842105,8.009601707,12.52710526,4%,22,334,57,3,8%,0%
S01011553,Kirkwood and Bargeddie,North Lanarkshire,1069,724,2%,18,2%,16,30,32,12,67,0.10,0.00,75,88%,6.15,71,1%,14%,2.907400817,3.940387981,4.201228121,3.871888889,4.7118028,7.636440678,14.49193699,11.7614294,20.94452742,0%,9,85,39,9,5%,1%
S01011554,Kirkwood and Bargeddie,North Lanarkshire,806,453,19%,156,15%,69,160,230,21,133,0.26,0.00,141,63%,5.55,151,3%,12%,4.051717317,2.024194381,2.394959862,2.746930894,3.51615539,7.0865625,7.479174312,7.874965596,17.97856078,1%,17,212,161,9,19%,1%
S01011555,Kirkwood and Bargeddie,North Lanarkshire,548,368,17%,95,11%,41,145,140,24,120,0.22,0.07,138,66%,5.22,190,0%,8%,4.297101449,1.097015399,1.163799819,2.770794702,3.304316123,7.382475248,2.704836957,3.211222826,15.39506341,0%,27,496,161,1,29%,0%
S01011556,Kirkwood and Bargeddie,North Lanarkshire,492,336,25%,123,18%,58,180,192,80,136,0.22,0.00,190,72%,5.05,198,3%,9%,5.003050098,2.746665029,2.136306483,2.153678161,3.358654224,7.97221519,4.631846758,3.815363458,13.44905697,0%,13,266,116,3,23%,1%
S01011557,Kirkwood and Bargeddie,North Lanarkshire,710,466,23%,162,16%,73,175,193,81,114,0.23,0.09,148,66%,5.22,195,6%,10%,4.406813333,6.1633,2.741616667,2.556278409,5.340536667,6.958223684,14.79099667,8.73169,18.07840667,0%,17,241,164,4,22%,1%
S01011558,Kirkwood and Bargeddie,North Lanarkshire,543,357,24%,129,20%,71,165,401,140,82,0.20,0.00,141,66%,5.47,188,6%,3%,4.407842288,5.803448873,2.379865685,2.321824324,4.955948873,6.76405,13.2714818,7.409787695,16.05627383,0%,14,259,124,6,21%,1%
S01011559,Kirkwood and Bargeddie,North Lanarkshire,604,407,29%,176,18%,71,210,348,250,124,0.25,0.09,184,62%,4.44,209,9%,1%,3.652875,5.357302419,1.647116935,3.252959184,4.563754032,6.465346154,14.09991935,5.627270161,15.68548387,0%,8,133,147,0,24%,0%
S01011560,Kirkwood and Bargeddie,North Lanarkshire,716,467,20%,146,15%,71,170,290,82,150,0.22,0.10,148,62%,5.22,217,10%,3%,3.479306473,5.554293263,1.948358653,2.565508982,5.202536328,6.784022556,15.15218296,7.005528402,17.05989432,0%,25,351,136,1,18%,0%
S01011561,Kirkwood and Bargeddie,North Lanarkshire,786,526,17%,133,12%,60,155,110,116,101,0.22,0.00,141,66%,4.95,197,3%,4%,3.356330935,5.622053357,1.993210432,3.14793722,5.567931655,7.023210526,13.9766247,5.15853717,15.70827338,0%,8,102,180,1,22%,0%
S01011562,Kirkshaws,North Lanarkshire,648,453,28%,179,18%,81,185,189,108,145,0.23,0.00,147,53%,5.03,205,4%,5%,3.129648377,4.503392581,1.307805255,3.248539326,4.562523184,5.563660131,14.05596986,4.68984544,15.74989181,0%,22,341,130,0,20%,0%
S01011563,Kirkshaws,North Lanarkshire,717,517,25%,176,17%,89,190,232,153,126,0.22,0.03,145,59%,5.22,222,4%,4%,3.661190945,4.269534121,1.693402231,2.880431034,4.139350394,5.082225275,11.76610236,6.809580052,14.05016404,0%,7,98,141,11,19%,1%
S01011564,Kirkshaws,North Lanarkshire,983,653,12%,117,8%,52,115,96,45,164,0.19,0.02,116,80%,5.35,138,4%,3%,4.695595238,5.001208592,2.660833333,3.470366667,3.938059006,5.219834254,16.00254658,11.63901656,15.22616977,0%,12,123,178,10,18%,1%
S01011565,Kirkshaws,North Lanarkshire,894,593,19%,172,11%,66,150,224,47,88,0.18,0.08,131,64%,5.31,198,2%,3%,4.959750525,5.205798319,2.924306723,3.246098039,3.481110819,4.739410112,16.76964286,12.12026786,12.94333508,0%,17,191,189,5,20%,1%
S01011566,Kirkshaws,North Lanarkshire,880,579,27%,234,19%,111,185,350,190,126,0.22,0.05,169,57%,4.91,196,5%,3%,4.709007634,4.59893675,2.924097601,3.017382671,2.291060523,3.74595679,16.15513904,10.7598964,9.313631407,0%,78,891,152,1,17%,0%
S01011567,Kirkshaws,North Lanarkshire,972,591,17%,163,14%,83,175,132,49,138,0.23,0.06,146,75%,4.31,187,8%,4%,5.275163212,4.644316062,3.344064767,2.18488024,3.744849741,5.028465704,12.44075648,10.00313472,12.64553368,0%,21,217,150,3,16%,0%
S01011568,Kirkshaws,North Lanarkshire,821,549,9%,76,8%,43,120,70,0,119,0.17,0.00,116,81%,5.37,144,4%,7%,4.249955726,3.604164699,2.804787485,2.788814433,4.870540142,5.256078431,11.41214876,10.00084416,15.77429162,0%,7,86,116,1,14%,0%
S01011569,Dundyvan,North Lanarkshire,950,618,14%,132,10%,63,140,283,50,132,0.20,0.00,144,76%,5.63,126,3%,9%,3.378042797,1.95440762,2.952142484,1.82191344,3.298040188,3.880929577,7.261983299,7.756633612,12.61156054,0%,12,127,150,6,16%,1%
S01011570,Dundyvan,North Lanarkshire,679,408,22%,148,16%,66,160,186,121,150,0.22,0.04,132,73%,5.13,166,4%,4%,3.243626033,2.548047521,2.544225207,1.983205128,3.417472452,4.129711538,8.460981405,6.321852617,11.42419421,0%,30,444,98,5,14%,1%
S01011571,Dundyvan,North Lanarkshire,585,403,30%,173,24%,97,230,274,243,170,0.33,0.00,206,57%,2.89,187,3%,0%,2.113235747,2.966544684,1.152900616,2.503034682,2.911533128,4.763108108,7.574765023,3.598736518,7.953204931,0%,40,688,119,14,18%,2%
S01011572,Dundyvan,North Lanarkshire,599,376,22%,130,13%,49,140,129,25,136,0.21,0.04,128,67%,5.27,157,3%,4%,2.014664116,1.998694728,1.483754252,2.162941176,2.818622449,4.632267442,5.600136054,4.976181973,9.055076531,0%,26,437,108,12,18%,2%
S01011573,Dundyvan,North Lanarkshire,1097,740,10%,112,8%,58,135,191,36,109,0.17,0.03,142,82%,5.94,112,0%,8%,3.634880074,2.219942343,3.294829336,3.632435233,4.246736624,5.739814433,7.686171587,11.01910517,15.8538238,0%,11,101,147,7,14%,1%
S01011574,Dundyvan,North Lanarkshire,765,503,8%,59,7%,34,100,36,19,80,0.15,0.00,131,76%,5.22,131,2%,9%,3.225078616,3.744160377,2.147968553,3.533461538,4.84841195,5.906302326,13.55564465,8.883509434,16.97930189,0%,8,105,127,4,16%,1%
S01011575,Dundyvan,North Lanarkshire,545,344,16%,88,13%,43,130,427,134,160,0.19,0.00,175,77%,5.47,155,0%,7%,3.655689493,5.064465291,2.310919325,4.731046512,5.86413227,7.098527607,18.34435741,9.472833021,18.96685741,0%,11,203,70,6,13%,1%
S01011576,Dundyvan,North Lanarkshire,992,456,34%,339,27%,124,130,495,186,78,0.32,0.12,123,40%,4.88,204,5%,5%,2.100590858,4.803135452,1.223965998,3.1725,4.87807971,6.369912281,12.57792921,5.205713489,13.23230212,0%,45,456,175,4,22%,1%
S01011577,Drumpellier and Langloan,North Lanarkshire,643,441,18%,113,15%,66,160,156,107,129,0.20,0.03,129,72%,5.24,133,0%,10%,1.173158832,4.35982906,3.576039886,1.443647799,4.947247151,6.006330275,13.61917735,9.301246439,13.09519231,0%,18,282,81,7,12%,1%
S01011578,Drumpellier and Langloan,North Lanarkshire,761,523,26%,200,18%,92,180,209,176,165,0.22,0.08,136,62%,5.00,155,5%,4%,1.726766272,3.279201183,3.605204142,1.709696133,4.086322485,5.356094891,10.33373964,8.697,10.93794675,0%,58,767,129,3,16%,0%
S01011579,Drumpellier and Langloan,North Lanarkshire,1055,641,4%,37,4%,24,70,21,16,46,0.13,0.00,82,87%,6.27,47,0%,14%,3.123321855,5.525443067,5.374118457,3.494940711,5.985821855,5.810939086,20.02271579,17.06905877,19.88902893,0%,10,95,75,2,7%,0%
S01011580,Coatbridge West,North Lanarkshire,931,602,19%,173,10%,62,140,137,55,113,0.16,0.10,125,72%,5.19,144,3%,10%,2.774549608,2.945296997,3.371661227,2.205737463,3.733932768,5.246442786,9.860267624,10.81170366,11.73945822,0%,19,205,124,5,16%,1%
